time,chat
44,사랑니가 뿌리가 휘어저있으면..
44,앗 사랑니 빼고 못먹어서 감량 성공할수도
44,그럼 이제 버츄얼이 아예 없는거야?
45,선생님 쉬시면서 하세요 몸 거덜나..
45,1만팔되서 확장인거??
45,6월달에 열심히 했으면 지금 좀 편했지
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,없음 ㅅㄱ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,절대로 없지 ㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,응 없어 ㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,날먹뱅송ㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋ
45,ㄷ대리야?
45,높을 순 없다
45,대리뱅송?
45,결코 없지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅇㄹㄷㅇㅈ
45,그랬으면 이미 거기서 컨택했겠지 ㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋ그그그...호모시기분 비슷하던데여?
45,어림도 없지
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,헐 ㅋㅋㅋㅋㅋ
45,대타출동!!
45,ㅋㅋ
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
45,ㅋㅋㅋㅋㅋ
45,가까운 핏줄이 잘하실거같던데
45,우와
46,그럼 남자도 되는건가요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,예비군 3년차인데 가능한가요?
46,바로 너목보되는거임?
46,어림도 읎지
46,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,지구밖에서도 못찾을수도
46,이걸 나눠지네
46,나눔
46,인격 분양합니다
46,찾기 힘들 꺼 같다
46,막하
46,반가워용 '- ^
46,ㅋㅋㅋㅋㅋㅋ
46,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,오반데
46,이도연은 어떻게 줄라고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
46,솔직히 셋다 싫은데..ㅋㅋㅋ
47,응 없어 ㅋㅋㅋ
47,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
47,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
47,마지막꺼 가져가겠습니다
47,ㅋㅋㅋㅋㅋ
47,ㅋㅋㅋㅋㅋㅋㅋ
47,그건 주면 안되지
47,이도연 어케 ㅋㅋㅋㅋㅋ
47,ㅋㅋ부캐가 몇개야
47,생일인데 막이님 방송봐서 행복해요
47,양도할 생각이였어???
47,sangmin4594 subscribed at Tier 1. 
47,ㄱㄴ
47,와 좋은데
47,ㄷㄷ
47,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
47,그걸 주면 안되죠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
47,할만한데?
47,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
47,헐?
47,막하
47,반가워용 '- ^
47,아 드디어 침흘리는 막이가 나왓군
47,쌉가능
47,유튭 4시간은 ㅆㄱㄴ
47,4시간 보긴 그르케 쉬운게 아닌데
47,그리고 다시 잠자고
47,ㄹㅇ ㅋㅋ
47,ㅋㅋㅋㅋㅋ
47,ㅋㅋㅋㅋㅋㅋ
47,ㄹㅇ ㅋㅋ
47,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
47,ㅋㅋㅋㅋㅋㅋㅋㅋ
47,ㅋㅋㅋ
47,ㄹㅇㅋㅋ
48,페북이 4시간동안 쳐다볼만한게 있어?
48,밥은요?
48,화장실에 그냥 박혀잇음되는거 아닌가
48,?
48,할만한데...?
48,쉽네
48,ㅋㅋㅋㅋ
48,막하
48,반가워용 '- ^
48,?
48,밥 안먹음..?
48,좋은데...?
48,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
48,밥은요??
48,가능
48,종강해서 지금 그렇게 사는데.....??
48,ㅋㅋㅋㅋ
48,도연 삶 양도 받으면 바디 프로필 찍는 다이어트도 그 사람 몫 아님??
48,배고파 죽어서 못하겟다
48,어...? 나랑바꾸실...?
48,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
48,돈은 막이님 돈으로 시켜먹고
48,그래서 식은채로 먹는거지
48,어..
48,도연의 삶을 사는거지
48,뭐지 제 삶가져가셨었나요
48,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
48,와 나랑 바꾸고싶다
48,완전 좋은데...?
49,아
49,앗
49,아
49,그건좀;
49,옵치 에반데
49,안해
49,아
49,아
49,그건 좀;
49,앗
49,포기합니다
49,아...
49,워크샵해도되나요
49,오전 8시 출근 새벽3시퇴근인데 바꾸실래요?
49,그건좀
49,오반ㄷ데
49,어 빡센데?
49,관두겠습니다
49,막하
49,반가워용 '- ^
49,이제 가실때가 되었습니다
49,포기
49,빡세다
49,페북 오래하는이유를 알겠네
49,손——-절
49,옵치는좀
49,그만 옵치 보내주죠
49,옵치빼곤 지금 인생과 별반 다를게업슨데
49,아닌듯
49,ㅋㅋㅋㅋㅋ
49,옵치는 좀
49,ㅠ
49,ㅋㅋㅋㅋㅋㅋㅋ
49,옵치는 좀ㅇㅅㅇ
49,옵치는 좀 그래..
50,옳소
50,근데 또 배치시즌이야?
50,어쩐지 트게더에 뭘 올리든 막이님 다 아시은 거 같더라.. 다 페북에서 보셬ㅅ구나
50,진짜 시즌 너무 자주 바뀐다
50,실버가나?
50,아
50,가자 실버로!
50,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
50,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
50,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
50,ㅋㅋㅋㅋ
51,오자마자 시비 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,탈주각 ㅋ
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,탈주를 못했누...
51,ㅋㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋ
51,아 나 안불쌍하니깐
51,제발 징징거리지좀마
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋㅋㅋ
51,나 갠찮으니깐 제발 징징거리지마
51,화많이 났누..
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
52,ㅇ0ㅇ
52,ㅋㅋㅋㅋ
52,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
52,ㅇ0ㅇ
52,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
52,대단 ㅋㅋㅋ
52,재밌었겠다
52,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
52,잘헀어요
52,단비?
52,ㅋㅋㅋ
52,오버워치 팀보이스 절망편
52,잘했습니다(?)
52,그게 방송각이지
52,아 그걸 봤어야 했는데
52,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
52,그 사람이 어... 막이님 아니세요?? 라고 하지 않던가요??
52,단비 잘했어요
52,옵치 개판 10분후 팀보이스
52,젠어타 모이라 플레이어는 역시.. 부처인가
52,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
52,ㅋㅋㅋㅋㅋ
52,그걸 유튭각 이라 하는겁니닷
52,타겟이 바꼇누 ㅋ
52,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
52,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
53,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋ
53,ㅋㅋㅋㅋㅋㅋ
53,pvp가 문제야 역시
53,ㅋㅋㅋㅋㅋ
53,ㄹㅇㅋㅋ
53,이제 트게더에 막이의 실체를 밝힙니다 하면서 글올라오는거임 ㄷㄷ;
54,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
54,ㄹㅇㅋㅋ
54,ㅇ0ㅇ
54,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
54,ㅋㅋㅋㅋㅋㅋ
54,다섯명이 모이면 하나는 반드시...
54,건들지않으면 물지않는다
54,너무 어렵다
54,심지어 메르시에 아나야
54,더 힘들어
54,진짜 너무어렵다
54,난이도 헬이다...
54,극악이야너무
54,닌이도 에반데
54,바디프로필도 그 사람 몫되는거임 이도연의 삶이란..
54,난이도가 이지에서 헬로 격상하네
54,힐러는 원래 내가 하기는 싫은데 누군가해줬으면 하는거야
54,앗! ㅋㅋ
55,오버워치 메르시 아나 8:2하고 다이어트해서 바디프로필도 찍어야함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
55,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
55,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
55,어쩐지 트게더 다 본 내용인 것처럼 반응하드라...
55,페북이 재밌나요?
55,그리고 밥은 밖에서 싸늘하게 식었다고..
55,그만큼 페북이 볼게 많나?
55,영상?
55,아 그건 ㅇㅈ
55,막하
55,반가워용 '- ^
55,아 먼지알아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
55,ㅇㅎ
56,예능 짜른거 혹은 애니 짜른거?
56,예능 2배속
56,예능 드라마 영화 편집한거처럼
56,5분따리 영상들 말하는거죠
56,ㅋㅋㅋㅋ
56,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
56,사랑과전쟁 트위치에서 송출가능할떄 다 봐버렸다...
56,한동안 트위치에서 스트리머랑 같이 사랑과전쟁 보는 거 유행이엏는데... 아깝네
56,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
56,같이 보면 재밌었을텐데 말이에요
56,전 페북계정 계속 유지하고 싶었는데 스토커가 지인들한테 까지 연락해서 계정삭제 했는데 비슷한 경함 있으신가요?
57,?
57,잘생기셨나보다...
57,그게 더 무서운거아닐까
57,그게 더 심각한거 아님...?
57,혹시 배달원
57,썰 풀자
57,그건 범죄자 아님?
57,?
57,배달원
57,썰은 이미 풀었구연
57,스토커도 무서운건 맞는데
57,고전 스토커..
57,꽤 된이야긴데
57,쫌 됫지
57,맞지 풀었지
57,아 비오니까 호떡 땡긴답...
57,근데 그 스토커가 친척이라 노답이였어요
58,내가 못본거엿구나
58,ㅇㅇ
58,그니까
58,그래서... cctv 설치.. 하셨나요
58,10분 지나고 왔습니다 제가ㅜ너무 선넘은거맞습니다 죄송함다
58,CCTV 주인이 안된다고 했다고 했었던듯
58,주인이 안달아준다고..
58,그래서 배달음식을....?
58,편의점 가까워서 부럽네요
58,카톡톡방인데 사실은 흑우방지톡방 https://open.kakao.com/o/glRysj1b
58,매니저?
58,B마트 시켜야죠
58,막하
58,반가워용 '- ^
58,ㅋㅋㅋㅋ
59,ㄹㅇ?
59,문 열자마자 보이게 iptv를 설치해야하나...
59,ㅋㅋㅋ
59,빻냥이~
59,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
59,ㅋㅋㅋㅋㅋㅋㅋ
59,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
59,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
59,커엽당
59,ㅋㅋㅋㅋㅋㅋㅋ
59,ㅋㅋㅋㅋㅋㅋㅋ
59,cctv 대신 트위치를 키는건 어떤가요?
59,졸린가봐
59,넓덕ㅋㅋㅋㅋㅋㅋ
59,러시안블루~
59,뭔가 표정이 사람같아
59,ㅋㅋㅋㅋㅋ 빻은게 귀엽네
59,어우 졸려 ㅋㅋ
59,졸려 ㅋㅋㅋㅋㅋ
60,콧수염있는 중년시사같음 ㅋㅋㅋㅋ
60,-빻-
60,?
60,?
60,?
60,?
60,?
60,?
60,???
60,아 언더테이커 등장씬에 천둥침
60,?
60,????
60,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
60,막하~
60,ㅋㅋㅋㅋㅋㅋㅋ
60,막하
60,반가워용 '- ^
60,ㅋㅋㅋㅋㅋ
60,막하
60,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
60,ㅋㅋㅋㅋㅋㅋㅋ
60,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
60,ㅋㅋㅋㅋㅋㅋㅋㅋ
60,막하
60,만들어왓누
60,막하
60,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
60,레슬링 겜 아님??
60,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
60,막하
60,막하
60,makiyHello makiyHello makiyHello
60,ㅋㅋㅋㅋㅋㅋㅋㅋ
60,레스링이긴함
60,막이님 딱 닮았네
60,막하
60,소돋똑
60,바디프로필찍으면 저거죠?
60,막이마기다
60,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
61,소돋똑
61,어휴 무서운 분이셨네 ㄷㄷ
61,디자인 진짜 잘했네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
61,데드맨 워킹.....
61,바디프로필 찍으셨네
61,뭐지
61,막더테이커..
61,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
61,언제 저기 가심
61,듬직 ㅋ
61,저개 바디프로필이였누
61,마기님이닷ㅋㅋㅋㅋㅋ
61,뭐지 이렇게 닮을꼴을 본적은 처음이야
61,언더테이커 등장 음악에 천둥소리있어서 놀랬구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
61,듬직하다....
61,?
61,??
61,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
61,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
61,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
61,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
61,이야 쩌누 ㅋ
61,ㅋㅋㅋㅋㅋㅋㅋ
62,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
62,ㅋㅋㅋㅋㅋㅋ
62,ㅋㅋㅋㅋㅋㅋㅋ
62,ㅋㅋㅋ
62,ㅗㅜㅑ
62,??
62,응 ... 그래.. ..
62,빵 딱 짱
62,라는 꿈을 꾸었습니다
62,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
62,꿈에서라도 이루세요..
62,삐빅 디테일 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
62,삐빅 못지나갑니다
62,막하
62,반가워용 '- ^
62,ㅋㅋㅋㅋㅋㅋㅋㅋ
62,??
62,사진가들이 항상 하시는 말
62,삐빅-무게초과입니다
63,ㅋㅋㅋㅋㅋㅋㅋㅋ
63,고개 조금만 숙이시고
63,삐비빅 정짓!!!!!!
63,삐빅이 아니라 삐---
63,포즈 전혀 못 취할 거 같은데...
63,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
63,사진가님 텐션이 높네
63,ㅋㅋㅋㅋㅋㅋㅋㅋ 뇌내망생을 오늘도 펼치는 막이님
63,ㅋㅋㅋㅋㅋ
63,ㅋㅋㅋㅋㅋㅋㅋㅋ
63,ㅋㅋㄱ
63,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
63,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
63,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
63,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
63,ㅋㅋㅋㅋㅋㅋ
63,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
63,과체중되버렷!
63,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
63,ㅋㅋㅋㅋㅋㅋㅋ
63,ㅋㅋㅋㅋㅋ
63,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
63,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
63,지하철 ㅋㅋ
63,로봇이 아닙니다...
64,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
64,ㅋㅋ
64,손
64,저도요
64,손
64,으아아악
64,손
64,나도 매복인데 무서워서 아직까지 못갔어
64,난 사랑니 너무 잘자라서 꺄륵! ㅋ
64,손
64,죽을것 같아요
64,손
64,안뽑아도됨 ㅎ
64,하나도 안아팠는데
64,뽑을 땐 하나도 안 아파요
64,솔직히 뺄때 안아프던데
64,매복 사랑니라서 죽는줄 알았어요
64,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
64,엌ㅋㅋㅋ
64,당연히 아프지 않을까요?
64,잘 자라서 안뽑아도 됨
64,매복아니면 안아픔
64,사랑니??? 있었던가 모르겠어요
64,진짠데 ㅋㅋㅋㅋㅋ
64,아픔
64,매복만 아니면
64,그냥 15분컷 후 피자 먹음
64,마취해서 솔직히 안아픔
64,마취하면 몰라요
64,매복인데 안자르고 뽑아서 엄청 아팠어요
64,대신 뽑고 나서가.. ㅋ
64,마취해서 안아픔
64,존나아파요 천장에 이나서 아픔요
64,사랑니 위에꺼는 안아픈데 아래꺼는 아파요
64,흐흠?
64,매복치였는데도 안아프던데
64,올?
64,그야 할 때는 마취를 하니까요
64,찍어달라고?
64,녹음???
64,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
65,전 의사가 끝났다고해서 역으로 끝났냐고 물어봄
65,녹음각 떴냐
65,녹음 좋다
65,오..!
65,실시간 울음방송
65,녹음으로 해주세요 ㅋㅋㅋ
65,유하각 을위해 사랑니를 뽑아?ㄷㄷ
65,소리가 대박일 듯
65,입천장에서 이나서 뽑았을때 아픔요
65,ㅋㅋㅋ 좋아요
65,ㅋㅋㅋㅋㅋㅋㅋ
65,신경줄 지나가는곳이라 잘못나면 위험하지
65,사고날까바 그런거임
65,신경가까우면 그럴수도있음
65,근데 수술 하는 와중에는 안아플걱같운대
65,아랫니쪽은 신경이 지나가서 잘못하면 위험하다고 들었어요
65,신경건들면 큰일나요
65,신경에 닿는건 엄청 위험해요
65,신경ㅇ선 지나면 겁나 아프다던데
65,?
65,보통 그래서 뽑기 전에 엑스레이 찍는데?
65,?
65,?
65,?
65,매복인지 아닌지 확인안한거죠?
65,?
65,?
65,?
65,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
65,..?
65,풉ㅋ풉ㅋ
66,?
66,?
66,살살 긁기만하는거야
66,이걸 이러케 이어붙이내
66,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
66,?
66,신경 건드리면 겁나 아프데요
66,ㅖ
66,ㅖ
66,네
66,만막이
66,p
66,ㅔ
66,ㅔ
66,ㅔ
66,ㅖ
66,ㅔ
66,ㅔ
66,재밌자나여
66,ㅔ
66,ㅖ
66,치과에서 신경건들여서 이빨 하나 죽었는데 나중에 임플란트해야함..
66,에
66,ㅔ
66,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
66,ㅔ
66,ㅋㅋㅋ
66,막하
66,반가워용 '- ^
66,ㅔ
66,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
66,예 만만해요
66,ㅋㅋㅋㅋㅋㅋ
66,뉘에 뉘에
66,사랑니 뽑을때 관짝 앞까지 갈정도였음요 ....
66,거기는 절대안가죠이제
66,그거 사랑니 수술하기전에 서명하고 한다던데
66,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
66,난바보다
66,?
66,ㅋㅋㅋㅋㅋㅋㅋ
66,ㅋㅋㅋㅋ
66,마음의 준비를 하시는게...
66,ㅋㅋㅋㅋ
66,틀어 달라 그래요 ㅋ
66,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
66,포상 ㄱㅅ
66,ㅋㅋㅋㅋㅋ
67,ㅋㅋㅋㅋㅋㅋㅋㅋ
67,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
67,ㄹㅇ
67,ㄷㄷㄷㄷ
67,PrideLaugh
67,염라
67,걍 편히 하고 와요 썰 올릴 거리 생기는거잖음
67,ㅠㅠ
67,ㅋㅋㅋㅋ
67,엌
67,고생하셔소
67,사랑니 뽑고 나서 이 텐션 절대 안나옴 ㅋㅋ
67,막바막바
67,으직으직.. 안빠지네..다시..으직으직.. 반복
67,빠빰 빠라빠라
67,막바
67,오늘은 집에서함?
67,그리고 사랑니 뽑는것 꼭 녹음해오세요
67,아니면 이번주까진 회사?
67,그럴꺼 같네
68,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
68,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
68,ㅋㅋㅋㅋㅋ
68,ㅋㅋㅋㅋㅋ
68,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
68,ㅋㅋㅋㅋㅋㅋㅋ
68,변기야 안녕!
68,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
68,오늘 집에서 한대요
68,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
68,웃으면 아프지 않을 까요?
68,어헣 나죽어ㅋㅋㅋㅋ
68,텐션왕
68,위경련나고 몇일뒤에 술 또드셨자너
68,오늘 집이구만...
68,막바 호스팅은 본캐에 호스팅 합시다
68,유튜브랑 트위치로 나눠서 켜지나?
68,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
68,ㅋㅋㅋㅋㅋㅋㅋㅋ
68,사랑니 체험 ㅎㅇㅌ
68,ㅇㄱㅇ
68,ㅇㄱㅇ
68,ㅇㄱㅇ
68,ㅇㄱㅇ
68,ㅇㄱㅇ
68,톡으로 준다면야
68,ㅇㄱㅇ
68,ㅇㄱㅇ
68,네
68,!업타임
68,네
68,방송 업타임: 1 시간 09 분 07 초
68,1시간인데도 알차네 ㅋㅋㅋㅋㅋㅋㅋ
69,빛라버니 기대중
69,오
69,고생하셨습니다
69,오
69,괜찮은데?
69,좋은데여
69,크흠?
69,좋아요
69,???
69,오호오호
69,캡쳐보드가 없자나 본가에는
69,흐흠?
69,오호호?
69,외장형인가??
69,저번에 봤을때 내장형 같았느데
69,아 외장형이구나
69,오호라
69,외장형인가보다
69,2부가 기대되는구만
69,막하
69,반가워용 '- ^
69,오늘은 여기까지 !
70,막바~
70,본업으로 만납시당
70,막바
70,잘가유 달가유
70,막바
70,막바
70,2부는 언제쯤해욧???????
70,막바
70,막바
70,막바
70,? 방금왔는데 ㅠㅠ
70,수고하셨습니다 막바
70,막바
70,막바
70,막바
70,막바
70,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
70,?
70,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
70,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
70,막바~
70,막바
70,?
70,ㅋㅋㅋㅋㅋㅋ
70,일단 보낼껀가보내 ㅋㅋ
70,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
70,막바~~~
70,막바 ㅋㅋㅋㅋㅋㅋㅋㅋ
70,ㅋㅋㅋㅋㅋㅋㅋ
70,사랑니 리뷰방송
70,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
70,막바
70,ㅋㅋㅋㅋㅋㅋㅋㅋ
70,막바
70,막바바
70,ㅂㅂ
70,다들 수고하셨습니다~
